"✦  MASTER SUPPLIER DATABASE  |  CRM-READY  |  4,661 SUPPLIERS  |  DE-DUPLICATED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SECTION A — SUPPLIER IDENTITY,,,,,,,,,SECTION B — CONTACT INFORMATION,,,,,,,,,,SECTION C — BUSINESS DETAILS,,,,,,,,,,,,,,,SECTION D — COMMERCIAL TERMS,,,,,,,SECTION E — CRM INTERNAL TRACKING,,,,,,,,,,,,
Supplier ID,Company Name,Country,City,Full Address,Website,Year First Added,Source Sheet,Current Status,Primary Contact Name,Designation,Email,Phone,WhatsApp,Legal Name,Secondary Contact Name,Secondary Email,Secondary Phone,Account Manager,Product Category,Products,Sub-category,Commodity Type,Annual Production Capacity,MOQ,Price Range,Currency,Export Markets,Certifications,Cert Body,Cert Status,Cert Expiry Date,Years in Business,Factory Type,Payment Terms,Incoterms,Lead Time,Port of Loading,Packaging Type,Private Label Available,Compliance Documents Available,Lead Source,Risk Score,Due Diligence Status,Last Contact Date,Follow-up Required,Follow-up Date,Internal Notes,Contract Signed,Contract Date,Latest Quotation,Performance Rating,Blacklisted,Notes
SUP-04131,"Thai Union Manufacturing Co., Ltd. Value Added Plant",Thailand,,,https://www.thaiunion.com/en/home,2024,23-24_Rice list,Active,+66(0) 3481-6500,,,,,,,,,,Rice list,"Seafood, Pet Food, Sauces",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04132,THAI WAH PUBLIC COMPANY LIMITED,Thailand,,,https://www.thaiwah.com/en/home,2024,23-24_Rice list,Active,+66 (0) 2285 0040,,,,,,,,,,Rice list,"Starch, Rice Noodles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04133,Thailand,,,,,2024,23-24_Instant Noodle  | 22-23_FRUITS  | 22-23_RICE  | 22-23_READY TO EAT NOODLES | 22-23_Coconut,Active,,,,,,,,,,,Instant Noodle  | FRUITS  | RICE  | READY TO EAT NOODLES | Coconut,,,,,,,,,"Wan Thai Foods Industry Co., Ltd | YIHAI FOOD (THAILAND) CO., LTD. | Delight 88 Co., Ltd",,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04134,"Thai-Nichi Industries Co., Ltd.",Thailand,,,https://www.thai-nichi.com/contact,2024,23-24_Rice list,Active,+66 53 581 222,,marketing@thai-nichi.com,,,,,,,,Rice list,Ready Meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04135,Thaipreeda Group,Thailand,,,http://www.thai-sauce.com/ContactUs,2025,NEW2025_Anuga - India  | Inactive_Suppliers,Active,,,"""chutiya.c@thai-sauce.com"" <chutiya.c@thai-sauce.com>",,,,,,,Sources,Anuga - India  | Sources,Sauces | Thailand,,,,,,,,,,,,,,,,,,,,,,,,"commiissioni part sent on email , reminder sent  28.8.25",,,,,,,,,"First contact: commiissioni part sent on email , reminder sent  28.8.25 | Unnamed: 64: 28.8.25 - 
supplier sent all the information
sent commisison part | Unnamed: 65: 5% Commission and Onboarding email sent
16 Sep: Supplier has accepted terms. EEC to share contract

17 Sep: EEC has shared contract

23 Sep 2025: Follow up email sent 

26.9.25 -- follow up email sent for signed contract | Unnamed: 66: 30.9.25 -- contact shared with Fahad for meeting set up | Unnamed: 67: 8.10.25 -- No updates"
SUP-04136,Thaipreeda Group- Thailand- Souces -- email sent,,,,,2024,Inactive_Suppliers,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnamed: 64: 22.8.25 - Intro email sent
SUP-04137,Thakur International,,,,https://www.thakurinternationaltraders.com/#Products,2023,22-23_Ground Spices,Active,Phone +91 77159 42397,,info@thakurinternationaltraders.com,,,,,,,,Ground Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04138,"Thampuran Cashews, Pallimon",,,,,2024,23-24_ Cashew supplier for Midd,Active,,,,,,,,,,,Cashew supplier for Middle Eas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04139,THANH PHONG PRODUCTION IMPORT EXPORT COMPANY LIMITED,Vietnam,,,,2024,23-24_Nuts List,Active,,,,,,,,,,,Nuts List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04140,"Thanh Thom Production Trading Import and Export Co., Ltd.",Vietnam,,,https://www-thanhthom-com.translate.goog/cac-chung-nhan?_x_tr_sl=vi&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=sc&_x_tr_sch=http,2024,23-24_Nuts List,Active,"84 918 455 159
84 903 081 819",,,,,,,,,,Nuts List,cashew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04141,THANH TRUNG IMPORT EXPORT TRADING PRODUCTION COMPANY LIMITED,Vietnam,,,,2024,23-24_Nuts List,Active,,,,,,,,,,,Nuts List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04142,"THANH VY EXPORT TRADING COMPANY LIMITED (THANH VY CO.,LTD)",Vietnam,,,,2024,23-24_Nuts List,Active,,,,,,,,,,,Nuts List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04143,"THANYATHIP RICE CO., LTD.",Thailand,,,,2024,23-24_Rice list,Active,,,,,,,,,,,Rice list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04144,Thao Nguyen Company Limited,,,,,2024,23-24_ Cashew supplier for Midd,Active,,,"8.11.24 -- Intro email sent 
11.11.24 reminder sent",,,,,,,,Cashew supplier for Middle Eas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04145,Thao Nguyen Ltd. Co,,,,,2024,23-24_Cashew 25,Active,,,,,,,,,,,Cashew 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04146,"Thaphimex - Thanh Phat Agricultual Co., Ltd",Vietnam,,"27D Duong Cong Khi St., Xuan Thoi Son Ward, Hoc Mon Dist., Ho Chi Minh City, Vietnam",https://www.yellowpages.com.vn/listings/1197405/thaphimex-thanh-phat-agricultual-co.-ltd.html,2024,23-24_Cashew Nov 24 | 22-23_CASHEW,Active,"84  914626638
 +84  28 37138681 (fax)",,nongsanthanhphat@gmail.com,,,,,,,,Cashew Nov 24 | CASHEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04147,"Thaphimex - Thanh Phat Agricultural Co., Ltd",,,,,2024,23-24_ Cashew supplier for Midd,Active,,,"8.11.24 -- Intro email sent 
11.11.24 reminder sent",,,,,,,,Cashew supplier for Middle Eas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04148,The Almond Company,USA,,,https://www.almonds.com/tools-and-resources/find-a-supplier/supplier/almond-company,2024,23-24_Nuts List,Active,(559) 674-1300,,dave@thealmondcompany.com,,,,,,,,Nuts List,almonds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04149,The Andersons,Canada,,,https://andersonsinc.com/,2024,23-24_Red lentils Nov24 | 23-24_Green Lentils Dec 24,Active,,,scottenden@theandersons.com,,,,,,,,Red lentils Nov24 | Green Lentils Dec 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04150,THE BRANCH OF OLAM VIETNAM LIMITED IN TIEN NGA,Vietnam,,,,2024,23-24_Nuts List,Active,,,,,,,,,,,Nuts List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04151,The Egyptian International Company for Food Products,Egypt,,,no website,2024,23-24_Chick Peas,Active,(20-3) 495-5167/8/9,,info@amcham.org.eg,,,,,,,,Chick Peas,"Dairy Products, Bakery & Confectionery, 
Beverage, Tobacco, Food Stores, 
General Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04152,The Flag Company,India,,,https://theflagcompany.in/polyester-flags.html,2025,NEW2025_Polyester Flags,Active,,,flagcompany@gmail.com mumbai@theflagcompany.in,,,,,,,,Polyester Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04153,The Food Source International Inc.,USA,Exton,,,2026,2026_Dried_Fruits | 23-24_Agent & Distributor list,Active,,,,,,,,,,,Dried Fruits | Agent & Distributor list of Dri,Dried Fruits,,,,,,,,Agents and Brokers,AIB International Certification Services,Certificated,2026-11-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-04154,The Fresh Products EPZ Limited,Kenya,,,https://thefreshproducts.co.ke/,2024,23-24_Macadamia Nut jan 25,Active,,,info@thefreshproducts.co.ke,,,,,,,,Macadamia Nut jan 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04155,The Fruit Farm Group South Africa (Pty) Ltd - Mopani,South Africa,,,,2024,23-24_Avocado-Nov 24,Active,,,michelle@univeg.co.za,,,,,,,,Avocado-Nov 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04156,The Happy Nut Pty Ltd,Australia,,,https://www.thehappynut.com.au,2025,2025_Aldi List - Nuts,Active,,,hello@thehappynut.com.au,,,,,,,,Aldi List - Nuts,Nut-based snacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04157,"The Kerala State Cashew Development Corporation Ltd, Mundakkal",,,,,2024,23-24_ Cashew supplier for Midd,Active,,,,,,,,,,,Cashew supplier for Middle Eas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04158,The King Of Apricots,Turkey,,Office Address: Saricioglu Mah. Safir Sokak 1B Battalgazi / Malatya / TURKEY,https://www.kingapricot.com/,2023,22-23_Dried Fruits & Nuts,Active,Phone: +90 422 846 10 88,,E-mail: info@kingapricot.com,,,,,,,,Dried Fruits & Nuts,Figs Apricots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04159,THE LAKSHMI MILLS COMPANY LIMITED,India,,"Regd Office:
686, AVINASHI ROAD,
COIMBATORE - 641 037, INDIA.",https://www.lakshmimills.com/100-years-of-lakshmi/,2023,22-23_Textile,Active,"Phone: +91-422-2245461 - 65, 4333700
Fax: +91-422-2246508",,E-mail: contact@lakshmimills.com,,,,,,,,Textile,YARNS FABRICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04160,The Lentil Factory,Australia,,,http://www.ausgrain.com/lentilfactory/,2024,23-24_Pulses,Active,,,sales@ausgrain.com,,,,,,,,Pulses,"Green Lentils, Red Lentils, Chickpeas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04161,The Makers Food GmbH,Germany,BERLIN,,,2026,2026_Dried_Fruits,Active,,,,,,,,,,,Dried Fruits,,,,,,,,,Agents and Brokers,Intertek Certification Limited,Certificated,2026-08-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-04162,"THE NATURAL GROWTH CO., LTD.",Thailand,,,https://www.ngc-international.com/,2024,23-24_Rice list,Active,,,,,,,,,,,Rice list,"Jasmine Rice, Red Rice, Black Rice, Glutinous Rice, Rice Flour, Sugar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04163,The PAN Group,Vietnam,,"15th Floor, ICON4 Tower, 243A De La Thanh Street, Dong Da District, Hanoi, Vietnam.",https://thepangroup.vn/about-us/introduction/,2024,23-24_Cashew Nov 24 | 22-23_CASHEW,Active,(+84-24) 3760 6190,,info@thepangroup.vn,,,,,,,,Cashew Nov 24 | CASHEW,Cashew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Brc Certifications
private label not mentioned"""
SUP-04164,The Roasting Company Limited,United Kingdom,,,https://theroastingcompany.co.uk/,2024,23-24_Nuts List,Active,44 (0) 1529 461565,,enquiries@theroastingcompany.co.uk,,,,,,,,Nuts List,"walnuts, peanut, hazelnuts, cashew, almonds, pecans, pistachios, macadamias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04165,The Scrub Medz,,,,https://thescrubmedz.com/,2025,NEW2025_Medical Uniform,Active,,,thescrubmedz@gmail.com,,,,,,,,Medical Uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04166,The Shivalika Rugs,India,,"Rishalu Road, Village-Sewah, Panipat, Haryana, INDIA",,2026,2026_Aldi_Textile | Signed_Contracts,Signed,Mr Mukesh Srivastava / Vice President (Sales/Marketing),,,,,,,,,,Household Textiles | Signed Contract,"Microfibre Towels , Table Linen , Cushions , Bath Mats, Rugs, Throws",,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,"Workers: 1-500 workers | Contract with: General , No addendum ( for hotel and hospital) | Commission: 4%"
SUP-04167,THE VILLAGE NUT COMPANY LIMITED,Kenya,,,https://thevillagenut.co.ke/,2024,23-24_Macadamia Nut jan 25 | 23-24_Nuts List,Active,254-725-907331,,info@thevillagenuts.com,,,,,,,,Macadamia Nut jan 25 | Nuts List,macadamia nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04168,THE VINH ONE MEMBER COMPANY LIMITED,Vietnam,,,No Website,2024,23-24_Nuts List,Active,,,,,,,,,,,Nuts List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04169,THE WATERBASE LIMITED,India,,,https://waterbaseindia.com/,2024,23-24_Shrimps | NEW2025_Frozen Shrimps,Active,91 91000 18037,,info@waterbaseindia.com,,,,,,,,Shrimps | Frozen Shrimps,"Vannamei Shrimps, Tail-off Shrimps.Butterfly Shrimps. | Shrimp",,,,,,,,,,,,,,,,,,,,,,,,2025-09-23 00:00:00,,,,,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT
SUP-04170,THEINGI,,,,http://www.theingirice.com/,2023,22-23_RICE,Active,09 789776714  /  09 33668800,,sale@theingirice.com,,,,,,,,RICE,RICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04171,Theni Guru Krishna Textile Mills Pvt Ltd,India,,,,2024,Signed_Contracts,Signed,"Mr Jegan Srinivasan/ Director, Mr Sunder",,,,,,,,,,Signed Contract,"Top of the Bed, Bed Sheets, Fitted Sheets, Pillow Cases, Pillow Shams, Duvet Cover, Quilts/Duvet's (Poly Wadding), Bath Lines, , Towels, Bath Robes, Restuarant Range, , Napkins, Tabletops, Aprons",,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,"Contract with: General , No addendum ( for hotel and hospital) | Commission: 4%"
SUP-04172,Theni Gurukrishna Textile Mills (P) Ltd.,India,,,,2025,NEW2025_Hospital  Textiles,Active,,,sales@atktextiles.com,,,,,,,,Hospital  Textiles,,,,,,,,,,,,,,,,,,,,,,,,,resoinse received,,,,,,,,,First contact: resoinse received | Follow Up 1: 25.9.25 intro email sent
SUP-04173,Thermopak Ltd.,Kenya,,,,2024,23-24_Macadamia Nut jan 25,Active,,,,,,,,,,,Macadamia Nut jan 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04174,Theva & Co,India,,,website not available,2024,23-24_Shrimps | NEW2025_Frozen Shrimps,Active,,,"kanni941@gmail.com, ttn_kanni@yahoo.com,theva_arokia@yahoo.co.in",,,,,,,,Shrimps | Frozen Shrimps,Shrimp,,,,,,,,,,,,,,,,,,,,,,,,2025-09-23 00:00:00,,,,,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT
SUP-04175,"THEVA & CO., ASC-C-03619 0 Whiteleg shrimp Litopenaeus vannamei ""THEVA & CO.",,,,,2024,23-24_ASC Shrimp,Active,,,,,,,,,,,ASC Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04176,THIEN KY BP EXPORT IMPORT COMPANY LIMITED,Vietnam,,,,2024,23-24_Nuts List,Active,,,,,,,,,,,Nuts List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04177,THIEN NHAN XNK COMPANY LIMITED,China,,,,2024,23-24_Agent & Distributor list,Active,,,,,,,,,,,Agent & Distributor list of Dri,Dried Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04178,Tho Quang Seafood Processing And Exporting Company,Vietnam,,,website not available,2024,23-24_Shrimps,Active,,,,,,,,,,,Shrimps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04179,THONG THUAN COMPANY LIMITED NINH THUAN BRANCH - SHRIMP PROCESSING FACTORY NO.2,Vietnam,,,https://www.thongthuanseafood.com/,2024,23-24_Shrimps,Active,0258.3743.173,,dnquoctuan@thongthuanseafood.com,,,,,,,,Shrimps,"TOPEDO SHRIMP, SHRIMP RING, RAW PD SHRIMP, RAW PD MARINADE SHRIMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04180,Thong thuan Seafood,Vietnam,,,,2024,Inactive_Suppliers,Inactive,,,,,,,,,,VANDANA,Frozen Shrimp for Poland,Frozen Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WEEK 43: 23.10.24-- prices received, sent query 
--prices are fob or cif  
--usd or euro, 
--certifications,  
--lead time
--currently exporting to Szczecin port in Poland

24.10.24 -- reminder sent | WEEK 44: 28.10.24 -- reminder sent for 

--prices are fob or cif  
--usd or euro, 
--certifications,  
--lead time
--currently exporting to Szczecin port in Poland | WEEK 45: 4.11.24 -- reminder sent for email reply"
SUP-04181,"Thongpoon Food- Thailand, Dried fruits - email sent",,,,,2024,Inactive_Suppliers,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnamed: 64: 22.8.25 - Intro email sent
SUP-04182,"THQ Vietnam Co.,Ltd",,,,http://ricevietnam.com.vn/,2025,2025_BRC Jasmine rice,Active,,,rose@thqvietnam.com,,,,,,,,BRC Jasmine rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04183,"THT Textile Co., Ltd",Vietnam,,,thttextile.com.vn,2025,NEW2025_Hospital  Textiles,Active,,,export@thttextile.com.vn,,,,,,,,Hospital  Textiles,"Hospital textiles, medical fabrics",,,,,,,,,,,,,,,,,,,,,,,,2025-09-23 00:00:00,,,,,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: 2025-09-26 00:00:00
SUP-04184,THU NGA COMPANY LIMITED,Vietnam,,,,2024,23-24_Nuts List,Active,,,,,,,,,,,Nuts List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04185,THUAN PHONG AGRICULTURAL PRODUCTS PROCESSING COMPANY LIMITED,Vietnam,,,,2024,23-24_Dried Fruits List,Active,,,,,,,,,,,Dried Fruits List,Dried Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04186,Thygesen Textile Vietnam,Vietnam,,,https://thygesenapparel.com/custom-activewear-manufacturing/custom-activewear-t-shirts-manufacturing,2025,NEW2025_Sports Tshirts,Active,,,sale@thygesen.com.vn,,,,,,,,Sports Tshirts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04187,"Tianjin Attraction Carpet Co., Ltd.",China,,"15, Yijie Village, Cuihuangkou Town, Wuqing Disrict, Tianjin, Tianjin, CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-04188,"Tianjin Baijiasheng Textile Co., Ltd.",China,,"17, Hongxing Street,Jingjin Ecommerce Industrial Zone,, Wuqing District, Tianjin, CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-04189,"TIANJIN BEST NUTS IMPORT AND EXPORT CO., LTD.",China,,,http://www.tjbestnuts.com/col.jsp?id=105,2024,23-24_Nuts List,Active,+86-13803013228,,tianyajun@126.com,,,,,,,,Nuts List,"Walnuts, Pine nuts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04190,"Tianjin Courser Carpet Co., Ltd.",China,,"Xilv Village, Cuihuangkou Town, Wuqing District, Tianjin, Tianjin, CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-04191,"Tianjin C.Y. Foods Co., Ltd.",China,Tianjin,,,2026,2026_Dried_Fruits | 23-24_Agent & Distributor list,Active,,,,,,,,,,,Dried Fruits | Agent & Distributor list of Dri,Dried Fruits,,,,,,,,Food,"ESTS (Extensive Standard Technical Services Co., Ltd.)",Certificated,2027-03-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,
SUP-04192,"Tianjin Dongzhao Carpet Co., Ltd.",China,,"Dongzhaozhuang Village, Cui Huangkou Town, Wuqing, Tianjin CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-04193,Tianjin Jixiang Carpet Company Limited,China,,"4, South of Erwei Road, Hexiwu Town, Wuqing District, Tianjin, Tianjin, CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-04194,Tianjin Meidu New Material Te,China,,"No. * Longliang Road, Wuqing District, Daliang Town, Tianjin, CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-04195,"Tianjin Tissue Carpet Co., Ltd.",China,,"Dongbalizhuang Village, Dahuangbao Town, Wuqing District, Tianjin, Tianjin CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-04196,"TIANJIN WANHUI BIOTECHNOLOGY CO .,LTD",China,,,,2024,Inactive_Suppliers,Inactive,,,,,,,,,,vandana,Fruits Concentrates,Orange juice Concentrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WEEK 39: 25.9.24 - product specification and price received from supplier
emailed our checklist 
26.9.24 -- reminder sent | WEEK 40: 30.9.24 -- reminder sent for checklist 
3.10.24 -- reminder sent for checklist | WEEK 41: 7.10.24 -- emailed supplier with missing check points and process flow  
8.10.24 -- emailed supplier for meeting 
10.10.24 -- reminder sent for meeting 
14.10.24 -- reminder sent for meeting"
SUP-04197,Tianjin Xiandai Plastic & Aluminum,China,,"Zhang Village, Liangtou Town, Jinghai County, Tianjin, Tianjin, CHINA",,2026,2026_Aldi_Textile,Active,,,,,,,,,,,Household Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers: 1-500 workers
SUP-04198,TIEN THINH GROUP JOINT STOCK COMPANY,Vietnam,,,https://tienthinh.vn/en/,2024,23-24_Dried Fruits List,Active,0901 225 777,,sales@tienthinh.vn,,,,,,,,Dried Fruits List,Dried Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04199,Tierra farm,,,,https://www.tierrafarm.com/,2023,22-23_Almonds - Ruchita,Active,,,web@TierraFarm.com,,,,,,,,Almonds - Ruchita,all nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,email sent dt 26.10.23
SUP-04200,"Tifton Peanuts, Tifton, Georgia",USA,,,website not available,2024,23-24_Nuts List,Active,+1 229-382-3200,,admin@tiftonpeanut.com,,,,,,,,Nuts List,Peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04201,Tifton Quality Peanuts-Blanching Facility,USA,,,website not available,2024,23-24_Nuts List,Active,+1 229-382-3200,,admin@tiftonpeanut.com,,,,,,,,Nuts List,Peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04202,Tilda,United Kingdom,,,https://www.tilda.com/en-uk/,2025,2025_Rice in a bag,Active,,,hello@tilda.com,,,,,,,,Rice in a bag,Boil-in-Bag White Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04203,Tin Thinh Co Ltd,Vietnam,,"Lot F1, Suoi dau Industrial zone, Cam Lam district, Khanh Hoa province. Vietnam",https://tinthinh.com.vn/product/,2023,22-23_Shrimps,Active,(84.258) 3744155 or 374416,,tinthinh@tinthinh.com.vn,,,,,,,,Shrimps,Frozen seafood/ jasmin rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04204,Tingyi / Master Kong,China,,,https://www.masterkong.com.cn,2025,NEW2025_Instant Noodles,Active,,,"export@masterkong.com.cn, ir@tingyi.com",,,,,,,,Instant Noodles,Instant Noodles,,,,,,,,,,,,,,,,,,,,,,,,2025-09-19 00:00:00,,,,,,,,,First contact: 2025-09-19 00:00:00 | Follow Up 2: NaT
SUP-04205,TIRUPATI FOOD INDUSTRIES PVT. LTD.,India,,,https://tirupatifood.com/,2024,23-24_Pulses,Active,,,"info@tirupatifood.com,shivam.gupta@tirupatifood.com,krishan.jindal@tirupatifood.com",,,,,,,,Pulses,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04206,Tirupati Foods,India,,,,2024,Inactive_Suppliers,Inactive,,,,,,,,,,Vandana,Pulses and Lentils,Red Lentils,,,,,,,,"Tirupati, India",,,,,,,,,,,,,,,,,,,,,,,,,"WEEK 34
(19.8.24 - 25.8.24): 19.8.24 -- awaited cif prices
22.8.24 -- will send contract once letter will be approved | WEEK 35
(26.8 - 1.9): 26.8.24- supplier sent query on the contract  
28.8.24 -- await response from Bevly
29.8.24 -- tried to call supplier for checkinprice difference but no response 
30.8.24 -- tried to call supplier but no response. | WEEK 33 
(12.8.24 - 18.8.24): 16.8.24 -- supplier shared the fob prices 
emailed supplier our checklist and awaited response | WEEK 36: 2.9.24 -- contract query email sent 
3.9.24 --Indian suppliers import red lentils from canada and processing is doing here and then export, so price includes all transportation, import duty and logistics which is quite high in India
4.9.24 -- await feedback on contract query email | WEEK 37: 9.9.24 -- Management not interested signing the contract , CLosed"
SUP-04207,Tirupur Knitwears,India,,"2/106-2, Avinashi to Palladam Road Vanjipalayam, Tirupur - 641663 Tamilnadu, India.",https://tirupurknitwears.com/,2023,22-23_Textile,Active,7339443434,,Sales@Tirupurknitwears.Com,,,,,,,,Textile,Hoodies Men’s Vest Polo T-Shirt Shorts Sweatshirt Round Neck T-shirt V-neck Men’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04208,TIRYAKI,Turkey,,,https://tiryaki.com.tr/,2024,23-24_Pulses,Active,,,info@tiryaki.com.tr,,,,,,,,Pulses,RED LENTILS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04209,Tizara GROUP,,,"164, Exult Shopper, Vesu, Surat,

GJ - 395007, India",https://www.tizaragroup.com/agriculture-exporter-in-india,2023,22-23_RICE,Active,Ph: +91 96388 94036 (Whatsapp),,info@tizaragroup.com,,,,,,,,RICE,Parboiled rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04210,TLD Apparel,Vietnam,,,https://tld-apparel.com/,2025,NEW2025_Sports Tshirts,Active,,,info@tld-apparel.com,,,,,,,,Sports Tshirts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUP-04211,"T.M. Duche Nut Co., Inc.",USA,,,https://www.duchenut.net/,2024,23-24_Nuts List,Active,(530) 865-5511,,sales@duchenut.net,,,,,,,,Nuts List,"Almonds, Walnuts, Cashew | almonds, walnuts, cashew",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
